id,name,host_id,host_profile_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
1386536511427101098,Luxury 2BD/2BA Near Airport 2161,657483974,1470651798436237535,E Stays,,East Boston,42.38619028168348,-71.00521667734915,Entire home/apt,,2,28,2025-12-02,3.18,16,267,28,STR-586293
1386847265116116984,"40.2 New, beautiful apt/4br/free parking/Boston",594041047,1463894974456341817,Jenny,,Dorchester,42.3030644,-71.0561584,Entire home/apt,,1,30,2025-11-16,3.57,6,321,30,STR-588940
1386954225982783511,2BR in Downtown Boston 2193,657483974,1470651798436237535,E Stays,,Downtown,42.35141,-71.06476,Entire home/apt,,60,29,2025-11-16,3.43,16,350,29,STR-523178
1387092226699350581,1BR Apt steps away from Boston Commons 8931,657483974,1470651798436237535,E Stays,,Downtown,42.35086,-71.06506,Entire home/apt,,1,24,2025-12-02,2.72,16,340,24,STR-520842
1387209966656065713,"Celtics/Bruins, Lil Italy, North End",37907846,1465567199260055273,Boston,,North End,42.3685526,-71.05531069999999,Entire home/apt,,1,26,2025-11-17,3.05,15,244,26,Exempt: This listing is a unit that has contracts with hospitals
1387704808376208039,1BR with a view in Boston 8803,657483974,1470651798436237535,E Stays,,Downtown,42.352066632834294,-71.06526229138109,Entire home/apt,,1,81,2025-12-10,9.92,16,352,81,STR-523178
1388364430965830041,Charming South End apartment,195026085,1469016311354023911,Frank,,South End,42.34198934072778,-71.07015579999998,Entire home/apt,,2,4,2025-12-01,1.32,1,359,4,STR-592113
1388487693921468196,2BR in Downtown Boston 1628,657483974,1470651798436237535,E Stays,,Downtown,42.35132060689401,-71.06333868429304,Entire home/apt,,1,30,2025-12-15,3.67,16,342,30,STR-520842
1388688180406434538,Cozy Boston: Private Bed & Bath in Dorchester,177362877,1468716985627412329,Lisa,,Dorchester,42.308784225859114,-71.07076696146733,Private room,,2,20,2025-11-03,2.38,3,347,20,STR-588864
1388697429079623828,Cozy Boston: Private Bed in Dorchester,177362877,1468716985627412329,Lisa,,Dorchester,42.30921,-71.07106,Private room,,2,25,2025-10-28,2.98,3,346,25,STR-588864
1388722684732233093,Airy 2BR: A Blend of East & West,138056381,1468371222103886564,Xin,,Jamaica Plain,42.316246000675456,-71.11247284876006,Entire home/apt,,1,28,2025-11-29,3.22,1,223,28,STR-584218
1389766111683842408,"Blueground | Seaport, gym, nr shops & dining",107434423,1462889176402806013,Blueground,,South Boston Waterfront,42.3490612,-71.04471360000002,Entire home/apt,,30,1,2025-11-19,0.77,287,310,1,
1389864013316168659,"Clean, Contemporary Duplex | Sleeps 17",312045025,1469585606610908218,Sidney,,Dorchester,42.3155339,-71.0561512,Entire home/apt,,2,20,2025-12-09,2.86,3,326,20,STR-589306
1389985004569174505,Comfort Inn in my 2nd bedroom.,227190555,1469209439855142693,Janet,,Roxbury,42.31455,-71.07509,Private room,,1,13,2025-11-16,1.59,3,90,13,STR-518832
1390008670691283648,Upscale townhome in urban city,240450096,1469278516193713606,Michelle,,Dorchester,42.31936771336172,-71.07020411344709,Entire home/apt,,4,0,,,1,352,0,STR-613839
1390008900265557370,Peaceful Cabinet of Curiosities/no added fees!,2066140,1462585517322775378,Whit,,Dorchester,42.29599956137799,-71.06497208938612,Private room,,2,11,2025-10-12,1.76,2,238,11,STR-546443
1390520896623579805,"Blueground | Seaport, gym & w/d, nr restaurants",107434423,1462889176402806013,Blueground,,South Boston Waterfront,42.3490612,-71.04471360000002,Entire home/apt,,30,0,,,287,244,0,
1390769846601374704,1BR in Downtown 8940,212359760,1469109115483128123,Evonify Corporate & Medical Housing,,Downtown,42.352994803573836,-71.06312250979242,Entire home/apt,,90,41,2025-12-12,4.84,67,327,41,STR-586070
1391873004168495043,"Blueground | S. Boston, w/d, balcony, nr ICA",107434423,1462889176402806013,Blueground,,South Boston,42.3381128,-71.04846520000001,Entire home/apt,,30,0,,,287,188,0,
1392820744423580872,Sunny JP parkside condo w/ kids bunkbed AND CATS,84336416,1467018985607502533,Zack,,Jamaica Plain,42.31128703018637,-71.10037724011693,Entire home/apt,,1,4,2025-08-29,0.56,1,86,4,STR-593022
1392997071676445196,1BR apt in Downtown Boston 1459,657483974,1470651798436237535,E Stays,,Downtown,42.35127,-71.0643,Entire home/apt,,1,29,2025-12-08,3.32,16,342,29,STR-586070
1393751543041116558,Beautiful 2BR in Boston Theatre District 5146,212359760,1469109115483128123,Evonify Corporate & Medical Housing,,Downtown,42.35141,-71.06459,Entire home/apt,,1,83,2025-12-25,9.50,67,345,83,STR-586293
1394154644204119655,82 - 3BR Boston Stylish Apt near Dorchester Center,571689221,1470549405304893175,Quang,,Dorchester,42.292380770287565,-71.06725984482009,Entire home/apt,,1,14,2025-11-28,1.83,3,292,14,STR-559438
1395913838491495004,"Conveniently located Apartment in Hyde Park, MA",689149936,1470719269551247143,Augustina,,Hyde Park,42.2542421,-71.121259,Private room,,3,0,,,1,355,0,STR-594316
1396576968015878073,Modern Coastal City Stay | Waterfront & Airport,104683790,1467258163481314597,Francesco,,East Boston,42.36593932939428,-71.03729216137695,Entire home/apt,,2,32,2025-12-13,4.23,2,162,32,STR-593109
1398672395640409895,Studio in Theatre District 5930,657483974,1470651798436237535,E Stays,,Downtown,42.35116322983185,-71.0649843559197,Entire home/apt,,1,34,2025-12-18,4.18,16,336,34,STR-523461
1398700904124556595,Beautiful 2BR in Savin Hill Boston 9914,657483974,1470651798436237535,E Stays,,Dorchester,42.31141385191415,-71.0507243195717,Entire home/apt,,2,34,2025-10-31,4.27,16,360,34,STR-520842
1398849206625563354,Spacious duplex near T Downtown,25203946,1462632583966054343,Eder,,Dorchester,42.2993632840437,-71.06880777164702,Entire home/apt,,2,10,2025-11-11,1.31,6,297,10,STR-583504
1399430348540122832,Modern Boston Condo | near T,279124542,1469469687522005164,Angela,,Jamaica Plain,42.2941351,-71.11708569999999,Entire home/apt,,2,36,2025-12-21,4.80,5,343,36,STR-590061
1400112583042551624,Boston Escape | Near T,312045025,1469585606610908218,Sidney,,Dorchester,42.3155339,-71.0561512,Entire home/apt,,2,36,2025-12-22,4.54,3,356,36,STR-589305
1400167579600116084,Great Value For Your Boston Stay,244600805,1469297947330247362,Bay Village,,Bay Village,42.348286,-71.069664,Private room,,1,2,2025-11-02,0.25,20,281,2,STR-584002
1400167723113027028,"Primo Location, Walk To T & Marathon Finish Line!",244600805,1469297947330247362,Bay Village,,Bay Village,42.348419,-71.069839,Private room,,1,6,2025-10-29,0.75,20,293,6,STR-584005
1400167944247843401,Private Studio In Boston's Bay Village!,244600805,1469297947330247362,Bay Village,,Bay Village,42.3483657,-71.0698862,Entire home/apt,,1,6,2025-10-05,0.86,20,345,6,STR-584018
1400168266068372981,Chic Studio For An Affordable Stay,244600805,1469297947330247362,Bay Village,,Bay Village,42.3483657,-71.0698862,Private room,,1,8,2025-10-19,0.96,20,274,8,STR-584019
1400168570311484235,Studio Awaits Your Next Stay!,244600805,1469297947330247362,Bay Village,,Bay Village,42.3485831,-71.0696013,Entire home/apt,,1,18,2025-11-23,2.66,20,344,18,STR-415225
1400795665168382255,Studio in Downtown Boston Theatre District 3205,212359760,1469109115483128123,Evonify Corporate & Medical Housing,,Downtown,42.35087,-71.06393,Entire home/apt,,1,33,2025-12-07,4.13,67,323,33,STR-539077
1401779364778771706,Cozy Studio in Downtown Boston 7740,212359760,1469109115483128123,Evonify Corporate & Medical Housing,,Downtown,42.350903921514984,-71.06407230440463,Entire home/apt,,1,33,2025-12-21,3.99,67,326,33,STR-521178
1402180377923142809,The Finsen: Full Kitchen • City Access • W/D • Gym,416027128,1463648115903378942,Our House,,Brighton,42.34878376007848,-71.14446430744901,Entire home/apt,,1,32,2025-12-12,3.84,40,242,32,STR-593003
1402290879375423868,The Cori-Elegant suite in Boston,416027128,1463648115903378942,Our House,,Brighton,42.348037856474036,-71.14421628647403,Entire home/apt,,1,29,2025-12-07,3.48,40,264,29,STR-593006
1402397221258343550,Fenway Park – Studio – Walk everywhere – Location!,47584294,1465718059935171405,Jessy And Diego,,Fenway,42.34165,-71.09811,Entire home/apt,,1,47,2025-12-12,5.92,30,176,47,STR-589656
1402514724234522779,The Fisher: City Access • Kitchen • Gym • W/D,416027128,1463648115903378942,Our House,,Brighton,42.34736,-71.14403,Entire home/apt,,1,29,2025-12-09,3.49,40,249,29,STR-593004
1402532731920165386,The Blackwell: Workspace • W/D • Gym • Near City,416027128,1463648115903378942,Our House,,Brighton,42.346,-71.146,Entire home/apt,,1,39,2025-12-26,4.68,40,253,39,STR-593005
1403138245944655943,Brand New 2BR Apt 20Min Downtown Boston,470187953,1470120432212697492,Pamela,,Dorchester,42.3010786,-71.08379049999999,Entire home/apt,,1,48,2025-12-19,5.81,3,293,48,STR-491593
1403245366171186508,Family Retreat - Stunning 5BR2BA w Parking/ Near T,473301884,1470134541479088895,Mylinh,,Dorchester,42.31448490899815,-71.05817219161273,Entire home/apt,,1,22,2025-11-29,2.83,9,294,22,STR-591083
1405103619897847408,Huge Studio in Boston Commons 4076,657483974,1470651798436237535,E Stays,,Downtown,42.353134947095874,-71.06319845284234,Entire home/apt,,60,19,2025-12-08,2.75,16,319,19,STR-523178
1405401217571160937,JB safe home 1 or more rms available w/2 full bath,584728590,1470598898311677090,Joa,,Mattapan,42.2760043,-71.0956136,Private room,,29,2,2025-10-27,0.50,1,263,2,STR-589825
1406047034731918852,"Boston 2BR Apt South End-Copley,Cmmons,MGH,Fenway",691723935,1470724777250922605,Debjani,,South End,42.34324,-71.07814,Entire home/apt,,1,31,2025-11-24,3.89,1,173,31,STR-590335
1406629404701374087,2 br in Historic Charlestown,227812516,1469213324508997412,Rob,,Charlestown,42.3727446,-71.0612862,Entire home/apt,,91,0,,,1,268,0,
1408089499940600402,Private Room / Boston Center,548227369,1470452673740242391,Urfan,,Allston,42.35082,-71.13449,Private room,,29,1,2025-06-01,0.14,1,365,1,Exempt: This listing is a unit that has contracts with hospitals
1408892109691615442,2BR apt in Downtown Boston 8909,212359760,1469109115483128123,Evonify Corporate & Medical Housing,,Downtown,42.35255,-71.06326,Entire home/apt,,1,30,2025-12-15,3.93,67,336,30,STR-520842
1408892116135983893,Spacious 2BR in the heart of Boston 5981,212359760,1469109115483128123,Evonify Corporate & Medical Housing,,Downtown,42.35083,-71.06392,Entire home/apt,,1,9,2025-09-01,1.26,67,337,9,STR-520842
1409328753262866234,"Vibrant South-End Charm, Comfort",171432196,1468665349496884747,Richard,,Roxbury,42.33853679192086,-71.08204960301349,Entire home/apt,,91,0,,,1,213,0,STR-594485
1409371127170840650,Cozy 4 Bedroom Apartment in Boston,660185136,1470657720050064752,Kenny,,Dorchester,42.30823936432445,-71.05957546931154,Entire home/apt,,29,20,2025-11-02,2.87,1,162,20,STR-594611
1409522571756431583,Spectacular Boston City View,692164752,1470725664395545668,Nadine,,Roxbury,42.3265349,-71.0906552,Entire home/apt,,91,0,,,2,365,0,
1410382714154823147,"Bright & Spacious Boston 
(Free Street Parking)",27217046,1465401883213434781,Michelle,,West Roxbury,42.29348105994391,-71.1624144346733,Entire home/apt,,2,17,2025-12-16,2.12,1,136,17,STR-594074
1410396657230251057,Amazing Downtown Boston CityView,692164752,1470725664395545668,Nadine,,Roxbury,42.32579,-71.0899,Private room,,91,0,,,2,365,0,
1410402162430822181,Boston Skyline Stay | 1BR + City Views,104683790,1467258163481314597,Francesco,,East Boston,42.3660186,-71.0371205,Entire home/apt,,2,35,2025-12-11,5.17,2,121,35,STR-593108
1410600439112544605,WestBell_1,541813300,1470427724054736466,Dan,,Dorchester,42.32567413832798,-71.0602664957125,Private room,,29,0,,,20,365,0,STR-541679
1410604274636029096,WestBell_2,541813300,1470427724054736466,Dan,,Dorchester,42.32395138957506,-71.0605260966211,Private room,,29,0,,,20,365,0,STR-541679
1410931989862533200,Beautiful Back Bay 1BR Apartment,141486314,1468398157231312464,Navid,,Back Bay,42.35254,-71.08428,Entire home/apt,,91,0,,,1,365,0,
1411177880695678975,3 BDRM Apt Next to Airport/5 min to Downtown,693051671,1470727446328869615,Nina,,East Boston,42.37247613414599,-71.03613608140415,Entire home/apt,,1,91,2025-12-26,11.92,3,342,91,STR-595035
1411185809250586790,3 King Beds 1 Bath Apt w/ Pool,594459070,1462521630116987053,Jay,,Brighton,42.33570390428965,-71.15184622526952,Entire home/apt,,1,16,2025-11-16,2.22,1,362,16,STR-558232
1411462334847096009,Bright room in Brighton,13561853,1462914138588652575,Olivera,,Brighton,42.336301146188546,-71.14898817998146,Private room,,28,1,2025-08-08,0.21,2,247,1,STR-596518
1411626125182621340,Studio in the Heart of Southie with Garage Parking,383016395,1469784919754603496,Christian,,South Boston,42.337762499703274,-71.04576799813171,Entire home/apt,,91,0,,,1,365,0,
1411983051422591794,"Beacon Hill Studio, Full Kitchen, Walk Subway, MGH",587499430,1470606496777520857,David,,Beacon Hill,42.3589739905895,-71.06983957292607,Entire home/apt,,1,33,2025-12-14,4.46,1,227,33,STR-595244
1412745389326836054,WestBell_3,541813300,1470427724054736466,Dan,,Dorchester,42.32572,-71.05918,Private room,,29,0,,,20,365,0,STR-595441
1413769268985927301,Sparkling New 2BR / 2BA in Back Bay,9410008,1462813405226616143,Jason,,Back Bay,42.34769611496782,-71.0830740434685,Entire home/apt,,4,9,2025-12-07,1.32,16,109,9,STR-596361
1413776794791801526,Brand New One Bedroom in Back Bay,9410008,1462813405226616143,Jason,,Back Bay,42.3507,-71.08909,Entire home/apt,,3,13,2025-11-10,1.95,16,121,13,STR-596356
1413782160392323820,Fabulous North End 3 BR | 1.5 BA in Little Italy,9410008,1462813405226616143,Jason,,North End,42.36706,-71.05303,Entire home/apt,,3,13,2025-11-26,1.81,16,266,13,STR-596362
1413940033660194591,Downtown high end 2BR 2BA Condo Stunning City View,163848078,1463027460596198880,Adam,,Downtown,42.35214538464599,-71.06431920913738,Entire home/apt,,29,2,2025-06-21,0.31,35,309,2,STR-072579
1414034999603176947,"Large + Cozy House • Walk to T, Free Parking, Yard",693764808,1470728893818792746,Chris,,East Boston,42.39184401563319,-71.00589670943076,Entire home/apt,,29,3,2025-09-27,0.50,2,281,3,
1414051446635114540,"The Ellie House 1- Back Bay Studio, 2 beds! W/D",693722844,1470728770948190062,Airbnb Queen- Ellie House,,Back Bay,42.34452092497611,-71.08345018004142,Entire home/apt,,1,30,2025-12-06,4.13,5,304,30,STR-597076
1414090299063832462,"The Ellie House 4- 1st Floor, Efficient, Back Bay!",693722844,1470728770948190062,Airbnb Queen- Ellie House,,Back Bay,42.34395998701708,-71.0819640459429,Entire home/apt,,1,23,2025-12-25,3.42,5,329,23,STR-595613
1414129295960794314,The Ellie House 7- Budget Friendly Back Bay Apt.,693722844,1470728770948190062,Airbnb Queen- Ellie House,,Back Bay,42.34437782816584,-71.08183972555128,Entire home/apt,,1,27,2025-11-16,3.58,5,333,27,STR-595608
1414147388334077396,"The Ellie House 10- Crowd Favorite, Back Bay!",693722844,1470728770948190062,Airbnb Queen- Ellie House,,Back Bay,42.342508685228985,-71.08211158413741,Entire home/apt,,1,26,2025-12-04,3.79,5,335,26,STR-595610
1414157045565050845,The Ellie House 9- Cozy Studio Near Prudential!,693722844,1470728770948190062,Airbnb Queen- Ellie House,,Back Bay,42.343153406752215,-71.08382851064717,Entire home/apt,,1,25,2025-12-17,3.68,5,339,25,STR-595606
1414461110591044165,Fenway Park. 03.1 4.0. Longwood Medical. NEU,799496,1462529810676603652,Kj,,Fenway,42.34265642777779,-71.09906527474867,Entire home/apt,,1,6,2025-12-16,0.80,2,342,6,Exempt: This listing is a unit that has contracts with hospitals
1414465237478084453,"(4R1) Fan Favorite! Charles River, W/D, 3Beds",693817137,1470728992129206298,Foster'S Homes,,Back Bay,42.35109,-71.08897,Entire home/apt,,1,28,2025-12-16,4.06,6,267,28,Str-571669
1414474806290933353,"(S2R) Back Bay, Near Fenway, Cozy Studio, Reno!",693817137,1470728992129206298,Foster'S Homes,,Back Bay,42.35067,-71.08876,Entire home/apt,,1,24,2025-11-09,3.30,6,262,24,STR-546677
1414511119752689162,Modern Penthouse (2BR 2BA) Stunning Lake Views,163848078,1463027460596198880,Adam,,Jamaica Plain,42.3285,-71.11132,Entire home/apt,,29,1,2025-05-28,0.14,35,309,1,STR-111235
1414768757152115036,(H2) Heart of Back Bay! City Living! A+ Location,693941429,1470729337688025558,Together We Rise,,Back Bay,42.35025959339408,-71.08343688289048,Entire home/apt,,1,24,2025-12-09,3.12,5,192,24,STR-520909
1414780639299145696,(H3) Amazing Location / Back Bay / Newbury St!,693941429,1470729337688025558,Together We Rise,,Back Bay,42.35045,-71.08201,Entire home/apt,,1,29,2025-12-04,3.95,5,306,29,STR-520909
1415159090047625479,558/3 - 3BR Boston |Modern Nest near Franklin Park,671166370,1470682179631262135,Tan,,Dorchester,42.2946641,-71.0760832,Entire home/apt,,1,10,2025-09-27,1.33,3,311,10,STR-595347
1415512437586460957,Bright City-View Stay by Public Transport,96961013,1467167978592417763,Ronah,,Brighton,42.336485873924865,-71.14880061446264,Entire home/apt,,2,2,2025-11-04,0.85,9,328,2,Exempt: This listing is a hotel or motel
1415538215418386690,Perfect 4 groups10BR near Train Downtown Free Prkg,25203946,1462632583966054343,Eder,,Dorchester,42.297845492106916,-71.06823516654023,Entire home/apt,,2,3,2025-11-30,1.29,6,351,3,STR-583504
1415541106677937744,Lux 1bd,89116179,1467080655397729796,Mike,,Roxbury,42.31986093231637,-71.0803694052777,Entire home/apt,,29,0,,,1,365,0,
1415618609783724574,W.R. 2 connected rooms w/ 3 beds sleeps 5,69267172,1466856298175151977,Lynda,,West Roxbury,42.27994,-71.16109,Private room,,1,2,2025-08-14,0.30,19,90,2,STR-513970
1415654051311338100,"Sunlit Cozy Studio Near BC, BU, & MBTA",96961013,1467167978592417763,Ronah,,Brighton,42.340722014955645,-71.15584608440376,Entire home/apt,,28,3,2025-06-02,0.40,9,208,3,Exempt: This listing is a hotel or motel
1415949659682506525,"Stunning Penthouse, Private Deck & River Views",693817137,1470728992129206298,Foster'S Homes,,Back Bay,42.35092,-71.08682,Entire home/apt,,1,35,2025-12-08,4.95,6,321,35,STR-595531
1416155714491469991,1 BR Top Floor w/ In-unit Laundry in Savin Hill,96961013,1467167978592417763,Ronah,,Dorchester,42.31134658407479,-71.04724038003373,Entire home/apt,,2,6,2025-11-01,0.94,9,320,6,Exempt: This listing is a hotel or motel
1416192561704391183,2 Bedroom Unit in the Heart of Back Bay,96961013,1467167978592417763,Ronah,,Back Bay,42.35210550571899,-71.0808457846339,Entire home/apt,,2,13,2025-11-29,1.74,9,282,13,Exempt: This listing is a hotel or motel
1416374818175818169,Oversized Furnished Brownstone Studio in Back Bay,96961013,1467167978592417763,Ronah,,Back Bay,42.35187,-71.08164,Entire home/apt,,2,7,2025-09-12,0.96,9,321,7,Exempt: This listing is a hotel or motel
1416614858597274376,Home-like 4BR-3BA Apt | Near Ashmont Station (New),394065719,1469818846079157782,Thanh,,Dorchester,42.281545919890036,-71.05860177329428,Entire home/apt,,2,10,2025-11-28,1.80,1,352,10,STR-511073
1417390723964995431,Thatch Quarters | Pvt. Room in Southie | 102 DOT,814298,1462514414319387899,Thatch,,South Boston,42.3357334,-71.04497839999999,Private room,,1,3,2025-11-11,0.41,53,166,3,Exempt: This listing is a hotel or motel
1417512831539206046,Sleek Boston Home | Near T,279124542,1469469687522005164,Angela,,Jamaica Plain,42.2941174,-71.11704639999999,Entire home/apt,,29,0,,,5,320,0,
1417513400829434576,New Luxury Renovation | Near T,279124542,1469469687522005164,Angela,,Jamaica Plain,42.2941174,-71.11704639999999,Entire home/apt,,29,0,,,5,328,0,
1417682930044694121,"Ashmont Station, 2 bedroom Unit",27842033,1465410891983561891,Bernard,,Dorchester,42.28649,-71.06984,Entire home/apt,,91,0,,,5,365,0,
1418284472565757077,Single House 2BR - Backyard+Walk to BCEC & Seaport,506331310,1470276059981996089,Melisa,,South Boston,42.3368622,-71.0466005,Entire home/apt,,2,25,2025-12-14,3.89,1,266,25,STR-595614
1419522969733708364,Private Room in Boston #C,15189962,1462956368692730698,Claire,,Brighton,42.34883,-71.17253,Private room,,3,19,2025-12-09,2.68,4,137,19,STR-593447
1419573144690598488,"Blueground | Prudential, gym & w/d, nr library",107434423,1462889176402806013,Blueground,,Back Bay,42.348645,-71.0793489,Entire home/apt,,30,0,,,287,333,0,
1419573701497615800,"Blueground | St. Elizabeth's, AC, w/d, nr med ctr",107434423,1462889176402806013,Blueground,,Brighton,42.346069,-71.145748,Entire home/apt,,30,0,,,287,364,0,
1419627988003822719,Spacious Residence near Seasport,158837906,1463004262762329218,Dan,,South Boston,42.34113,-71.04969,Entire home/apt,,3,0,,,1,354,0,str-792204
1420324989398549595,Apt next to Airport/Downtown,439013531,1469983098572512612,Peter,,East Boston,42.38236,-71.01793,Entire home/apt,,1,46,2025-12-20,6.90,4,349,46,STR-546284
1420328457568789009,54.4 Downtown. Theater district.,757253,1462528464270965620,Lee,,Downtown,42.35146,-71.06481,Entire home/apt,,1,33,2025-12-18,4.54,9,357,33,Exempt: This listing is a unit that has contracts with hospitals
1420355670893666592,(3-21) A+ Location Back Bay / Fenway Park / 2 Beds,693757423,1470728882327599253,Together We Rise,,Back Bay,42.34939191478999,-71.08857583454281,Entire home/apt,,1,24,2025-12-02,3.48,8,290,24,STR-571670
1420359610385477005,(3-31) Gorgeous newly renovated Back Bay Getaway!,693757423,1470728882327599253,Together We Rise,,Fenway,42.34744,-71.09072,Entire home/apt,,1,30,2025-12-15,4.35,8,287,30,STR-571670
1420379166193598805,"Boston Family Suite: Pool, Gym & Paid Parking",62211530,1466766917676045571,Marina,,South End,42.3461643,-71.0629436,Entire home/apt,,1,8,2025-10-17,1.58,5,319,8,Str-004567
1420387124346967931,"(3-52) Newly furnish, Back Bay!",693757423,1470728882327599253,Together We Rise,,Back Bay,42.34971,-71.08902,Entire home/apt,,1,26,2025-12-08,3.82,8,309,26,STR-571669
1420393502008465643,"(41A) Direct Access, Private Studio in Beacon Hill",299481557,1470512703190615862,Together We Rise,,Beacon Hill,42.36068,-71.06966,Entire home/apt,,1,33,2025-12-14,4.83,1,216,33,STR-571659
1420398769991578085,(M5) Spacious 2 bedroom Heart of Back Bay,693757423,1470728882327599253,Together We Rise,,Back Bay,42.353290850478615,-71.08014207559114,Entire home/apt,,1,19,2025-11-07,3.03,8,184,19,STR-571644
1420403081442621808,"(M6) Freshly styled, Large 3 bedroom!",693757423,1470728882327599253,Together We Rise,,Back Bay,42.351965283506416,-71.07880914455541,Entire home/apt,,1,13,2025-11-30,1.97,8,238,13,STR-571637
1420409787744651374,"(S2F) Gorgeous 1Bedroom, Back Bay!",693817137,1470728992129206298,Foster'S Homes,,Back Bay,42.35003,-71.08723,Entire home/apt,,1,30,2025-12-07,4.43,6,209,30,STR-604735
1420415665240430140,(SB) Cozy & Charming little Studio. BackBay,693757423,1470728882327599253,Together We Rise,,Back Bay,42.3437930653526,-71.08159402892012,Entire home/apt,,1,29,2025-12-21,4.24,8,240,29,STR-571666
1420421684879766604,"(Southie1) 2Bedroom, W/D, Happening Location!",693719965,1470728766562064563,Foster Love,,South Boston,42.33152200604616,-71.05106528829211,Entire home/apt,,1,20,2025-12-08,2.91,4,228,20,STR-604734
1420427925348205791,"(Southie2) Modern 2BR –Walk to Shops & Dining, W/D",693719965,1470728766562064563,Foster Love,,South Boston,42.332956799747194,-71.05082605866505,Entire home/apt,,1,18,2025-12-18,2.60,4,219,18,STR-604736
1420435173826898240,(Southie3) South Boston Gem w/ AC + LaundryW/D,693719965,1470728766562064563,Foster Love,,South Boston,42.33172768882871,-71.05128974073936,Entire home/apt,,1,20,2025-12-22,2.90,4,215,20,STR-604738
1420530284734556804,Two Bedroom Apartment with Amenities in Back Bay,22541573,1463182329140437053,Furnished Quarters,,Back Bay,42.34883731044785,-71.08049071787579,Entire home/apt,,32,0,,,54,359,0,
1421363918459951410,"(3-42) Charming 1Bed, Back Bay, Newbury, Fenway!",693757423,1470728882327599253,Together We Rise,,Back Bay,42.34807,-71.09071,Entire home/apt,,1,16,2025-11-17,2.33,8,295,16,STR-571671
1421379068435246953,Cozy Classic with Queen Size Bed,427961225,1469939428243180079,Renée,,Dorchester,42.29877603790027,-71.07114210242877,Private room,,1,1,2025-06-15,0.15,3,356,1,STR-595832
1421424128783510051,The Serene Hideaway,427961225,1469939428243180079,Renée,,Dorchester,42.29895,-71.07178,Private room,,1,11,2025-11-29,1.50,3,355,11,STR-595832
1421440629270161242,Sunlit Retreat,427961225,1469939428243180079,Renée,,Dorchester,42.29729,-71.07066,Private room,,1,20,2025-10-24,2.75,3,331,20,STR-595832
1422529939946962207,NEW! Upscale 3Bed~Parking~W&D~ Near MBTA,522957766,1470352969611035419,Mindy,,Hyde Park,42.2594781,-71.1155179,Entire home/apt,,1,14,2025-10-26,2.41,1,299,14,STR-596261
1423410096754369441,Red Sox 09.4 - Fenway Park. Longwood Medical. NEU.,757253,1462528464270965620,Lee,,Fenway,42.34362811561907,-71.10208222073065,Entire home/apt,,1,53,2025-12-20,7.29,9,343,53,Exempt: This listing is a unit that has contracts with hospitals
1423462132158776620,Huge Studio in Downtown Boston 1736,212359760,1469109115483128123,Evonify Corporate & Medical Housing,,Downtown,42.352845476812796,-71.06317174650717,Entire home/apt,,1,23,2025-12-21,3.37,67,302,23,STR-586071
1424532732932401747,"Blueground | Shawmut, pool, nr Boston Common",107434423,1462889176402806013,Blueground,,South End,42.3449322,-71.0641516,Entire home/apt,,30,0,,,287,213,0,
1424605259692577263,Entire Apt Downtown Seaport with Gym,20857768,1463140474528738801,Compass,,South Boston Waterfront,42.3535161,-71.0474239,Entire home/apt,,30,0,,,35,287,0,
1425287709516774905,"Blueground | Shawmut, pool, nr Boston Common",107434423,1462889176402806013,Blueground,,South End,42.3439382,-71.0638329,Entire home/apt,,30,0,,,287,8,0,
1425295257935215060,"Blueground | Fenway, gym, nr Fenway Park",107434423,1462889176402806013,Blueground,,Fenway,42.34449130000001,-71.086708,Entire home/apt,,30,0,,,287,248,0,
1425366523027572665,60/3-3BR Boston | Family Holiday Stay Near Park,671166370,1470682179631262135,Tan,,Mattapan,42.275629376894074,-71.07300583420749,Entire home/apt,,1,13,2025-11-09,1.86,3,312,13,STR-582837
1425377558913225929,Boston Buccaneer Retreat,428724673,1469942637016703256,Priyanka,,Jamaica Plain,42.29796,-71.11442,Entire home/apt,,3,11,2025-12-08,1.93,3,148,11,STR-593515
1426000830413470116,Eastie Retreat |Stylish Mid-Century Modern Escape,560949178,1470505720887965440,Mary,,East Boston,42.36610392834197,-71.03535993112888,Entire home/apt,,1,18,2025-11-29,3.21,1,218,18,STR-592754
1426782635677572891,Downtown Boston Famous Nightlife Theater District,914769,1462515095188637997,Misha,,Downtown,42.35209915609022,-71.0652082740621,Entire home/apt,,1,28,2025-12-25,4.54,1,328,28,STR-596641
1426970555747653492,Luxury Apt with Gym In Seaport,20857768,1463140474528738801,Compass,,South Boston Waterfront,42.35276,-71.04651,Entire home/apt,,6,0,,,35,295,0,STR-604533
1426972549039692517,Bright Apt Downtown with Gym,20857768,1463140474528738801,Compass,,South Boston Waterfront,42.35276,-71.04651,Entire home/apt,,30,0,,,35,231,0,
1426973108627404078,Private 2BR Apt Walk to Restaurants,20857768,1463140474528738801,Compass,,South Boston Waterfront,42.3527606,-71.04651439999999,Entire home/apt,,30,0,,,35,266,0,
1426982798065957074,Roomy 1-bedroom - Faneuil Hall and Quincy Market,89227862,1467081781703109609,Paul,,Downtown,42.35979432405408,-71.05589724619603,Entire home/apt,,30,5,2025-07-06,0.75,10,175,5,Exempt: This listing is a unit used for furnished institutional or business stays
