id,name,host_id,host_profile_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
548409183091048221,Thatch™ Newbury Street | One-Bedroom Apt. #4,814298,1462514414319387899,Thatch,,Back Bay,42.348644,-71.085091,Entire home/apt,,1,61,2025-11-23,1.36,53,245,27,Exempt: This listing is a hotel or motel
548424627632198069,Thatch™ Newbury Street | One-Bedroom Apt. #5,814298,1462514414319387899,Thatch,,Back Bay,42.34798,-71.08406,Entire home/apt,,1,60,2025-11-21,1.33,53,242,23,Exempt: This listing is a hotel or motel
548433540428028477,Thatch™ Newbury Street | One-Bedroom Apt. #6,814298,1462514414319387899,Thatch,,Back Bay,42.34786,-71.08623,Entire home/apt,,1,47,2025-10-12,1.05,53,233,8,Exempt: This listing is a hotel or motel
549048342007595380,"Blueground | Back Bay, w/d & gym, nr copley sq",107434423,1462889176402806013,Blueground,,Back Bay,42.348633,-71.074088,Entire home/apt,,30,1,2023-08-04,0.03,287,0,0,
549055903062655337,"Blueground | N. Station, w/d & gym, nr td garden",107434423,1462889176402806013,Blueground,,Downtown,42.36504,-71.06029,Entire home/apt,,30,0,,,287,272,0,
549991434525062910,Beautiful space in Beautiful home!!,84349533,1467019118572498408,Moe,,Hyde Park,42.25041,-71.12739,Entire home/apt,,15,30,2025-12-16,0.70,2,347,3,STR-468015
552878688771211713,Lovely bedroom in the heart of Boston.,437204027,1463699637796894133,Raja Jennings,,Dorchester,42.29487,-71.08142,Private room,,91,4,2024-10-27,0.09,3,346,0,
552968006314520018,Unique 2 floors 8 beds 4 bath public transit,39266840,1462680987103187453,Maria,,Dorchester,42.29853,-71.06139,Entire home/apt,,2,49,2025-11-16,1.05,3,282,13,STR-463794
554348528269020772,"Beacon Hill, J. Miller Flats -Studio Apt #3",814298,1462514414319387899,Thatch,,Beacon Hill,42.35938,-71.0701,Entire home/apt,,1,81,2025-10-27,1.80,53,241,24,Exempt: This listing is a hotel or motel
554364781966575409,"Beacon Hill, J. Miller Flats - Studio Flat #5",814298,1462514414319387899,Thatch,,Beacon Hill,42.35925,-71.07145,Entire home/apt,,1,66,2025-11-14,1.47,53,236,16,Exempt: This listing is a hotel or motel
554943232446067139,"Beacon Hill, J. Miller Flats - 1 Bedroom Flat #2",814298,1462514414319387899,Thatch,,Beacon Hill,42.358532,-71.070816,Entire home/apt,,1,99,2025-11-25,2.50,53,240,30,Exempt: This listing is a hotel or motel
555679630501138101,"Beacon Hill, J. Miller Flats - 1 Bedroom Flat #4",814298,1462514414319387899,Thatch,,Beacon Hill,42.358532,-71.070816,Entire home/apt,,1,51,2025-12-13,1.14,53,203,9,Exempt: This listing is a hotel or motel
555687465826158315,"Beacon Hill, J. Miller Flats - 1 Bedroom Flat #6",814298,1462514414319387899,Thatch,,Beacon Hill,42.358532,-71.070816,Entire home/apt,,1,98,2025-11-23,2.18,53,233,17,Exempt: This listing is a hotel or motel
555694101481790337,"Beacon Hill, J. Miller Flats - Studio Flat #7",814298,1462514414319387899,Thatch,,Beacon Hill,42.358532,-71.070816,Entire home/apt,,1,48,2025-12-15,1.08,53,221,11,Exempt: This listing is a hotel or motel
555701180743803386,"Beacon Hill, J. Miller Flats- 1 Bedroom Flat #8",814298,1462514414319387899,Thatch,,Beacon Hill,42.358532,-71.070816,Entire home/apt,,1,57,2025-11-16,1.31,53,233,25,Exempt: This listing is a hotel or motel
556665854357343371,Beacon Hill boston best 3 bed apt,373675137,1463554206153655871,Lilith,,West End,42.36140769684224,-71.06710131495097,Entire home/apt,,29,8,2025-11-05,0.28,104,124,5,
556918256350139004,Welcoming Boston room with free parking,9663343,1462820009551127353,Sarah,,Dorchester,42.30628,-71.07934,Private room,,29,33,2023-11-11,0.71,2,270,0,Exempt: This listing is a unit used for furnished institutional or business stays
556950410338375450,Masters bed room in Boston with free parking,9663343,1462820009551127353,Sarah,,Dorchester,42.30737,-71.07952,Private room,,91,44,2023-10-13,0.93,2,365,0,Exempt: This listing is a unit used for furnished institutional or business stays
557094168867486125,"Blueground | S. Boston, nr restaurants & shops",107434423,1462889176402806013,Blueground,,South Boston,42.34273169999999,-71.05663919999999,Entire home/apt,,30,0,,,287,121,0,
557094454595424536,"Blueground | S. Boston, nr restaurants & shops",107434423,1462889176402806013,Blueground,,South Boston,42.34273169999999,-71.05663919999999,Entire home/apt,,30,0,,,287,115,0,
557861915611213552,"Blueground | South End, nr ink block, gym",107434423,1462889176402806013,Blueground,,South End,42.34524,-71.06394,Entire home/apt,,30,0,,,287,214,0,
561575169091225652,Back Bay Condo Entire Floor w/ Private Elevator,118162851,1468207562532069388,Eric,,Back Bay,42.35082,-71.07943,Entire home/apt,,29,4,2025-12-12,0.09,1,51,1,STR-468139
565026020916948591,Beacon Hills Studio next to State house 3,162705378,1468583466857347272,Huanan,,Beacon Hill,42.35989,-71.06651,Entire home/apt,,1,384,2025-12-03,8.53,2,176,106,STR-465433
565061216401674911,Modern & Cozy 3-BR Condo near Downtown,137161971,1462955644315604645,Daniel,,Roxbury,42.31625,-71.0771,Entire home/apt,,1,236,2025-10-14,5.07,1,306,29,STR-599465
566450430168033283,Amazing one bed apt in beacon hill with backyard,373675137,1463554206153655871,Lilith,,Beacon Hill,42.36017,-71.06484,Entire home/apt,,29,3,2024-10-01,0.10,104,125,0,
567263377944351900,"Blueground | Back Bay, nr newbury & t",107434423,1462889176402806013,Blueground,,Back Bay,42.3511785,-71.0869735,Entire home/apt,,30,0,,,287,246,0,
568692279938660404,"Blueground | Downtown, gym, nr faneuil hall",107434423,1462889176402806013,Blueground,,Downtown,42.35892,-71.05416,Entire home/apt,,30,0,,,287,312,0,
568694788908431933,"Blueground | S. End, gym, w/d & pool, nr sowa",107434423,1462889176402806013,Blueground,,South End,42.33855729999999,-71.06907079999999,Entire home/apt,,30,0,,,287,0,0,
569407505309687319,"Blueground | N. Station, roofdeck, nr td garden",107434423,1462889176402806013,Blueground,,Downtown,42.36504,-71.06029,Entire home/apt,,30,0,,,287,152,0,
570980045884661327,Cozy Stay Near Harvard/BU/BC With Parking,446952127,1463723338073950710,Yan,,Brighton,42.3608,-71.14287,Entire home/apt,,1,400,2025-12-07,8.66,1,209,101,STR-524680
571845113465671243,Most lovely 3 Bedroom apt in Beacon Hill Boston,373675137,1463554206153655871,Lilith,,Beacon Hill,42.36103090207266,-71.06517672302819,Entire home/apt,,29,8,2025-08-02,0.24,104,248,2,
571988432134426101,Beacon Hill studio1queensizeBed downtown boston,373675137,1463554206153655871,Lilith,,Beacon Hill,42.36025332704906,-71.0673913389887,Entire home/apt,,29,14,2025-11-05,0.31,104,133,4,
573397879029683911,"(T7) Clean, Easy, Prime Location, Walkable to all!",371640674,1470512703190615862,Together We Rise,,South End,42.34133,-71.0755,Entire home/apt,,1,136,2025-11-23,2.94,18,245,24,str-561975
573888797577982081,Thatch Quarters™ | Pvt. Room in Southie | 101 DOT,814298,1462514414319387899,Thatch,,South Boston,42.33672,-71.04591,Private room,,1,29,2025-10-11,0.64,53,170,6,Exempt: This listing is a hotel or motel
575336189867925920,Thatch Quarters™ | Pvt. Room in Southie | #202,814298,1462514414319387899,Thatch,,South Boston,42.34201,-71.05557,Private room,,1,17,2025-10-17,0.37,53,247,9,Exempt: This listing is a hotel or motel
577093755825945609,Stay Next to Public Garden | Back Bay |MGH,232009663,1469236885489193999,Annie,,Beacon Hill,42.35664,-71.07152,Private room,,29,6,2025-05-27,0.13,5,79,1,Exempt: This listing is a unit used for furnished institutional or business stays
577554955799148411,"Classic JP Triple Decker Condo, Walkers' Paradise",20493238,1463109647812264311,Diana,,Jamaica Plain,42.31667,-71.10807,Private room,,91,0,,,1,270,0,
577559184783487910,Thatch Quarters | Pvt. Room in Southie | 203,814298,1462514414319387899,Thatch,,South Boston,42.34181,-71.05633,Private room,,1,18,2025-11-08,0.40,53,238,5,Exempt: This listing is a hotel or motel
577611339928669096,Thatch Quarters™ | Pvt. Room in Southie | 204,814298,1462514414319387899,Thatch,,South Boston Waterfront,42.34343,-71.05575,Private room,,1,22,2025-09-25,0.49,53,243,7,Exempt: This listing is a hotel or motel
577711068119608643,Thatch Quarters™ | Pvt. Room in Southie | 206,814298,1462514414319387899,Thatch,,South Boston Waterfront,42.34353,-71.05614,Private room,,1,25,2025-10-12,0.55,53,244,2,Exempt: This listing is a hotel or motel
578114881460921853,"Blueground | Back Bay,  a+ shopping & dining",107434423,1462889176402806013,Blueground,,Back Bay,42.3496611,-71.0814631,Entire home/apt,,30,0,,,287,245,0,
578392527449087828,Thatch Quarters™ | Pvt. Room in Southie | 302,814298,1462514414319387899,Thatch,,South Boston,42.34241,-71.05772,Private room,,1,37,2025-09-14,0.85,53,169,9,Exempt: This listing is a hotel or motel
578829581723459472,"Blueground | Back Bay,  a+ shopping & dining",107434423,1462889176402806013,Blueground,,Back Bay,42.3496453,-71.0813703,Entire home/apt,,30,0,,,287,224,0,
578946346482183711,(37-2) Stylish Monthly Gray Street Apartment,351555234,1470512703190615862,Together We Rise,,South End,42.3452,-71.0728,Entire home/apt,,6,63,2025-11-14,1.40,12,59,12,STR-607146
578958378658642185,One Bedroom Minutes from Train & Downtown Boston,56112371,1462733560864389329,Ruth,,Mattapan,42.2683523887178,-71.09562906010238,Entire home/apt,,29,8,2023-11-20,0.25,1,363,0,STR-524800
578997260391302435,WB Quarters by Thatch | Room 304 | Shared BA,814298,1462514414319387899,Thatch,,South Boston,42.343045986777604,-71.05572826729508,Entire home/apt,,1,30,2025-11-14,0.66,53,156,6,Exempt: This listing is a hotel or motel
579012272657499009,Thatch Quarters™ | Pvt. Room in Southie | 306,814298,1462514414319387899,Thatch,,South Boston,42.34151,-71.05573,Private room,,1,30,2025-10-01,0.68,53,174,10,Exempt: This listing is a hotel or motel
579027527508830274,Thatch Quarters™ | Pvt. Room in Southie | 402,814298,1462514414319387899,Thatch,,South Boston,42.34348,-71.05727,Private room,,1,39,2025-09-01,0.85,53,165,6,Exempt: This listing is a hotel or motel
579138346910121164,Thatch Quarters™ | Pvt. Room in Southie | 403,814298,1462514414319387899,Thatch,,South Boston,42.3431,-71.05742,Private room,,1,20,2025-09-28,0.44,53,166,7,Exempt: This listing is a hotel or motel
579155637396199837,Thatch Quarters™ | Pvt. Room in Southie | 404,814298,1462514414319387899,Thatch,,South Boston,42.34177,-71.05555,Private room,,1,24,2025-10-15,0.54,53,165,5,Exempt: This listing is a hotel or motel
579173215696247499,Thatch Quarters™ | Pvt. Room in Southie | 405,814298,1462514414319387899,Thatch,,South Boston,42.34311,-71.05769,Private room,,1,21,2025-10-25,0.47,53,174,5,Exempt: This listing is a hotel or motel
580336513335041407,"Blueground | Downtown, gym & w/d, nr sth station",107434423,1462889176402806013,Blueground,,Chinatown,42.35229,-71.05911,Entire home/apt,,30,0,,,287,177,0,
580339876979371264,"Blueground | Downtown, gym & w/d, nr sth station",107434423,1462889176402806013,Blueground,,Chinatown,42.35229,-71.05911,Entire home/apt,,30,0,,,287,333,0,
580340188480812217,"Blueground | Downtown, gym & w/d, nr sth station",107434423,1462889176402806013,Blueground,,Chinatown,42.35229,-71.05911,Entire home/apt,,30,0,,,287,127,0,
580342069798808551,"Blueground | Downtown, gym & w/d, nr sth station",107434423,1462889176402806013,Blueground,,Chinatown,42.35229,-71.05911,Entire home/apt,,30,0,,,287,234,0,
580524519215857438,"Renovated,2 bed,2bath,in unit lau, cen air,pets ok",31340713,1465460976217419594,Kama,,Roxbury,42.3359,-71.08428,Entire home/apt,,30,21,2023-12-03,0.52,30,106,0,Exempt: This listing is a unit used for furnished institutional or business stays
581151517001058166,Lovely 2BR with private parking 15-20m to Downtown,116464490,1468194073196215149,Hong T,,Dorchester,42.30843,-71.06155,Entire home/apt,,2,115,2025-11-14,2.61,1,14,26,STR-545050
583390764682581251,Thatch Quarters™ | Pvt. Room in Southie | 103 DOT,814298,1462514414319387899,Thatch,,South Boston,42.33654,-71.04408,Private room,,1,70,2025-10-24,1.52,53,164,21,Exempt: This listing is a hotel or motel
583490014198341479,Thatch Quarters™ | Pvt. Room in Southie | 104 DOT,814298,1462514414319387899,Thatch,,South Boston,42.33683,-71.04604,Private room,,1,28,2025-09-14,0.61,53,169,7,Exempt: This listing is a hotel or motel
584157763155247644,Thatch Quarters™ | Pvt. Room in Southie | 203 DOT,814298,1462514414319387899,Thatch,,South Boston,42.33476,-71.04544,Private room,,1,23,2025-10-07,0.53,53,168,6,Exempt: This listing is a hotel or motel
584760167879327211,Fenway Park Vintage Brownstone (2C),411294872,1469875953834230965,Lihua,,Fenway,42.34945,-71.09717,Private room,,1,307,2025-12-08,6.71,7,326,79,STR-446547
584814729815184984,Thatch Quarters™ | Pvt. Room in Southie | 302 DOT,814298,1462514414319387899,Thatch,,South Boston,42.33462,-71.04459,Private room,,1,42,2025-11-01,0.92,53,168,9,Exempt: This listing is a hotel or motel
584823910467802819,Central 2 Bed in North End; Near Waterfront &Shops,130680380,1468309000716951437,Jodie,,North End,42.36516,-71.05531,Entire home/apt,,9,14,2025-01-04,0.33,15,262,1,STR-476426
584864243418353113,Thatch Quarters™ | Pvt. Room in Southie | 303 DOT,814298,1462514414319387899,Thatch,,South Boston,42.33512,-71.04409,Private room,,1,37,2025-11-09,0.82,53,161,14,Exempt: This listing is a hotel or motel
585231785977398127,"Blueground | N Station, gym & w/d, nr td garden",107434423,1462889176402806013,Blueground,,Downtown,42.365947,-71.063473,Entire home/apt,,30,1,2022-07-02,0.02,287,240,0,
585232346497472151,"Blueground | N Station, gym & w/d, nr td garden",107434423,1462889176402806013,Blueground,,Downtown,42.365947,-71.063473,Entire home/apt,,30,1,2023-04-11,0.03,287,300,0,
586392192229220498,Boston’s Historic South End!,34584706,1465508852447367564,George,,South End,42.34009427549511,-71.07131623063711,Entire home/apt,,1,20,2025-11-15,2.56,1,347,20,STR-594040
587069521753451150,Thatch Quarters| Pvt. Bunk Room in Southie | 304,814298,1462514414319387899,Thatch,,South Boston,42.33528074215172,-71.04608726246296,Entire home/apt,,1,31,2025-11-03,0.68,53,170,9,Exempt: This listing is a hotel or motel
587083293351063385,Thatch Quarters™ | Pvt. Bunk Room in Southie | 305,814298,1462514414319387899,Thatch,,South Boston,42.3348,-71.04473,Private room,,1,42,2025-10-24,0.94,53,167,15,Exempt: This listing is a hotel or motel
589755108125958939,I_Cozy room easy commute to Boston Downtown.,89328922,1462846423058861810,Ehab,,Dorchester,42.32062,-71.0568,Private room,,29,106,2024-11-25,2.34,15,365,0,STR-455882
592635565577244428,"Blueground | Theatre District, gym, nr boylston t",107434423,1462889176402806013,Blueground,,Downtown,42.3511858,-71.06401699999999,Entire home/apt,,30,1,2023-08-31,0.04,287,195,0,
592638086409776058,"Blueground | N Station, gym & w/d, nr td garden",107434423,1462889176402806013,Blueground,,Downtown,42.365947,-71.063473,Entire home/apt,,30,0,,,287,288,0,
593275481351424048,Eagle's Landing - Logan Airport,65906832,1466814873537265495,David,,East Boston,42.38032,-71.02937,Entire home/apt,,1,267,2025-12-24,8.85,1,300,103,STR-519465
594797282646385297,"Blueground | Symphony, doorman & biz center",107434423,1462889176402806013,Blueground,,Fenway,42.34449130000001,-71.086708,Entire home/apt,,30,0,,,287,225,0,
594799813398624561,"Blueground | Symphony, doorman & biz center",107434423,1462889176402806013,Blueground,,Fenway,42.34518,-71.08706,Entire home/apt,,30,1,2022-08-13,0.02,287,241,0,
595621385126373803,Lovely two bedroom apartment on a 2 floor unit.,8898973,1462789820330998349,Gianni,,Roxbury,42.32745,-71.0943,Entire home/apt,,91,5,2025-04-27,0.11,5,365,1,
597199337806607917,Private 1 Queen Bed S.End Sunroom (no smoke/pet),37226557,1465556076168607186,Cara,,South End,42.343246607901605,-71.076681302475,Entire home/apt,,2,41,2025-11-05,0.99,1,314,6,STR-472289
597524520496132156,The Boston Chateau,9681121,1462820514807551369,Christopher,,Dorchester,42.29725,-71.06725,Entire home/apt,,29,2,2025-11-03,0.17,1,349,2,STR-465016
598404279154016952,"Blueground | Symphony, doorman & biz center",107434423,1462889176402806013,Blueground,,Fenway,42.34449,-71.08671,Entire home/apt,,30,0,,,287,291,0,
598426987260237935,Recently Renovated Allston 2 Bdr Apt Near Harvard,36235833,1465538111064127145,Adam,,Allston,42.36079,-71.12893,Entire home/apt,,2,50,2025-11-21,1.29,1,266,15,STR-493345
602328498990797248,Affordable Cozy 2 bed room apt Beacon Hill Boston,373675137,1463554206153655871,Lilith,,Beacon Hill,42.36038,-71.06589,Entire home/apt,,29,12,2025-10-19,0.29,104,219,3,
604155121530765682,"Charming Urban Oasis- 3-BR Apt, Centrally Located",60959451,1466750550358885670,Takeyon,,Dorchester,42.30805,-71.07671,Entire home/apt,,2,46,2025-11-04,1.60,1,337,16,STR-548110
604223920210757772,"Blueground | S. End, w/d & Gym, nr sowa district",107434423,1462889176402806013,Blueground,,South End,42.33856,-71.06907,Entire home/apt,,30,0,,,287,365,0,
604234472085817955,"Blueground | Allston, gym, nr green line",107434423,1462889176402806013,Blueground,,Allston,42.34767,-71.13383,Entire home/apt,,30,0,,,287,132,0,
604951714437257587,"Blueground | Back Bay, gym, nr newbury st",107434423,1462889176402806013,Blueground,,Back Bay,42.348633,-71.074088,Entire home/apt,,30,1,2024-03-03,0.05,287,365,0,
608359192793639653,"Blueground | Back Bay, w/d & gym, walk to t",107434423,1462889176402806013,Blueground,,Bay Village,42.34992,-71.06943,Entire home/apt,,30,0,,,287,180,0,
608359496810075683,"Blueground | Downtown/Financial Dist, w/d & gym",107434423,1462889176402806013,Blueground,,Downtown,42.35892,-71.05416,Entire home/apt,,30,0,,,287,182,0,
608658771570500261,"(DR79) Spacious Home, Near City, w/d Roof Deck!",261436898,1469381823054867298,Boston Properties,,Dorchester,42.2865,-71.03959,Entire home/apt,,1,80,2025-06-30,1.82,4,248,8,STR-604741
609993404493501490,Prime Central 1brm in North End Boston,2006852,1462521630116987053,Jay,,North End,42.36495,-71.05249,Entire home/apt,,1,178,2025-11-25,4.34,16,357,40,STR-472277
610021158527991851,Central 4 Bed 2 Bath near MGH and Waterfront,130680380,1468309000716951437,Jodie,,Downtown,42.36611,-71.05918,Entire home/apt,,29,0,,,15,351,0,STR-461702
611575490785459373,Welcoming large bedroom,34275177,1465502604347537770,Thomas,,Roslindale,42.28263473510742,-71.12765502929688,Private room,,6,18,2025-09-29,0.42,2,188,1,STR-476790
611624616309990699,Lovely 1 bedroom apartment in downtown Boston,380623623,1469777961228449083,Stella,,Beacon Hill,42.35805,-71.06792,Entire home/apt,,29,9,2024-02-10,0.21,9,233,0,
